X[mm],Y[mm],Z[mm],Bx[mT],By[mT],Bz[mT]
238.53, 186.49, 272.19, -47.505000, -2.009000, -0.294000
248.96, 186.49, 272.19, -47.507000, -2.006000, -0.285000
259.40, 186.49, 272.19, -47.513000, -1.999000, -0.285000
269.83, 186.49, 272.19, -47.512000, -2.004000, -0.286000
280.27, 186.49, 272.19, -47.513000, -2.003000, -0.284000
290.70, 186.49, 272.19, -47.516000, -2.010000, -0.278000
301.14, 186.49, 272.19, -47.519000, -2.009000, -0.277000
311.57, 186.49, 272.19, -47.529000, -2.007000, -0.265000
322.01, 186.49, 272.19, -47.534000, -2.007000, -0.278000
332.44, 186.49, 272.19, -47.543000, -1.999000, -0.266000
342.88, 186.49, 272.19, -47.552000, -1.993000, -0.275000
353.31, 186.49, 272.19, -47.566000, -1.997000, -0.291000
363.75, 186.49, 272.19, -47.567000, -1.988000, -0.314000
374.18, 196.92, 272.19, -47.601000, -1.984000, -0.354000
363.75, 196.92, 272.19, -47.601000, -1.997000, -0.297000
353.31, 196.92, 272.19, -47.585000, -1.994000, -0.272000
342.88, 196.92, 272.19, -47.563000, -1.996000, -0.244000
332.44, 196.92, 272.19, -47.546000, -2.000000, -0.259000
322.01, 196.92, 272.19, -47.534000, -2.009000, -0.250000
311.57, 196.92, 272.19, -47.525000, -2.010000, -0.254000
301.14, 196.92, 272.19, -47.519000, -2.008000, -0.255000
290.70, 196.92, 272.19, -47.511000, -2.016000, -0.262000
280.27, 196.92, 272.19, -47.512000, -2.009000, -0.265000
269.83, 196.92, 272.19, -47.506000, -2.011000, -0.263000
259.40, 196.92, 272.19, -47.507000, -2.014000, -0.278000
248.96, 196.92, 272.19, -47.506000, -2.008000, -0.291000
238.53, 196.92, 272.19, -47.504000, -2.000000, -0.282000
228.09, 196.92, 272.19, -47.503000, -2.002000, -0.292000
217.66, 196.92, 272.19, -47.503000, -1.995000, -0.287000
207.22, 196.92, 272.19, -47.502000, -1.990000, -0.293000
196.79, 196.92, 272.19, -47.505000, -1.982000, -0.299000
186.35, 196.92, 272.19, -47.511000, -1.981000, -0.316000
175.92, 196.92, 272.19, -47.518000, -1.982000, -0.308000
165.49, 196.92, 272.19, -47.523000, -1.973000, -0.303000
155.05, 196.92, 272.19, -47.535000, -1.974000, -0.286000
155.05, 207.36, 272.19, -47.551000, -1.971000, -0.309000
165.49, 207.36, 272.19, -47.530000, -1.976000, -0.321000
175.92, 207.36, 272.19, -47.513000, -1.979000, -0.322000
186.35, 207.36, 272.19, -47.505000, -1.990000, -0.305000
196.79, 207.36, 272.19, -47.497000, -1.980000, -0.308000
207.22, 207.36, 272.19, -47.498000, -1.997000, -0.299000
217.66, 207.36, 272.19, -47.495000, -1.995000, -0.283000
228.09, 207.36, 272.19, -47.498000, -1.998000, -0.289000
238.53, 207.36, 272.19, -47.499000, -2.000000, -0.280000
248.96, 207.36, 272.19, -47.501000, -2.007000, -0.275000
259.40, 207.36, 272.19, -47.501000, -2.011000, -0.276000
269.83, 207.36, 272.19, -47.504000, -2.017000, -0.270000
280.27, 207.36, 272.19, -47.503000, -2.017000, -0.259000
290.70, 207.36, 272.19, -47.507000, -2.000000, -0.252000
301.14, 207.36, 272.19, -47.513000, -2.010000, -0.247000
311.57, 207.36, 272.19, -47.518000, -2.017000, -0.238000
322.01, 207.36, 272.19, -47.526000, -2.010000, -0.225000
332.44, 207.36, 272.19, -47.539000, -2.015000, -0.222000
342.88, 207.36, 272.19, -47.565000, -2.013000, -0.213000
353.31, 207.36, 272.19, -47.592000, -2.013000, -0.217000
353.31, 217.79, 272.19, -47.600000, -2.017000, -0.144000
342.88, 217.79, 272.19, -47.558000, -2.018000, -0.160000
332.44, 217.79, 272.19, -47.529000, -2.026000, -0.187000
322.01, 217.79, 272.19, -47.519000, -2.017000, -0.211000
311.57, 217.79, 272.19, -47.514000, -2.014000, -0.224000
301.14, 217.79, 272.19, -47.506000, -2.017000, -0.228000
290.70, 217.79, 272.19, -47.505000, -2.020000, -0.244000
280.27, 217.79, 272.19, -47.499000, -2.019000, -0.243000
269.83, 217.79, 272.19, -47.497000, -2.015000, -0.264000
259.40, 217.79, 272.19, -47.495000, -2.011000, -0.273000
248.96, 217.79, 272.19, -47.495000, -2.009000, -0.264000
238.53, 217.79, 272.19, -47.494000, -2.010000, -0.278000
228.09, 217.79, 272.19, -47.491000, -1.995000, -0.276000
217.66, 217.79, 272.19, -47.493000, -1.996000, -0.286000
207.22, 217.79, 272.19, -47.495000, -1.996000, -0.288000
196.79, 217.79, 272.19, -47.497000, -1.988000, -0.302000
186.35, 217.79, 272.19, -47.499000, -1.991000, -0.308000
175.92, 217.79, 272.19, -47.505000, -1.975000, -0.325000
165.49, 228.23, 272.19, -47.495000, -1.979000, -0.372000
175.92, 228.23, 272.19, -47.483000, -1.980000, -0.333000
186.35, 228.23, 272.19, -47.485000, -1.986000, -0.303000
196.79, 228.23, 272.19, -47.490000, -1.994000, -0.299000
207.22, 228.23, 272.19, -47.484000, -2.002000, -0.273000
217.66, 228.23, 272.19, -47.489000, -1.999000, -0.278000
228.09, 228.23, 272.19, -47.486000, -2.010000, -0.285000
238.53, 228.23, 272.19, -47.489000, -2.005000, -0.277000
248.96, 228.23, 272.19, -47.483000, -2.018000, -0.263000
259.40, 228.23, 272.19, -47.487000, -2.023000, -0.252000
269.83, 228.23, 272.19, -47.493000, -2.018000, -0.250000
280.27, 228.23, 272.19, -47.493000, -2.026000, -0.243000
290.70, 228.23, 272.19, -47.495000, -2.026000, -0.244000
301.14, 228.23, 272.19, -47.498000, -2.023000, -0.233000
311.57, 228.23, 272.19, -47.498000, -2.025000, -0.214000
322.01, 228.23, 272.19, -47.496000, -2.030000, -0.199000
332.44, 228.23, 272.19, -47.498000, -2.025000, -0.164000
342.88, 228.23, 272.19, -47.517000, -2.028000, -0.135000
342.88, 238.66, 272.19, -47.457000, -2.032000, -0.094000
332.44, 238.66, 272.19, -47.458000, -2.034000, -0.159000
322.01, 238.66, 272.19, -47.477000, -2.039000, -0.198000
311.57, 238.66, 272.19, -47.488000, -2.032000, -0.225000
301.14, 238.66, 272.19, -47.492000, -2.031000, -0.217000
290.70, 238.66, 272.19, -47.490000, -2.027000, -0.242000
280.27, 238.66, 272.19, -47.488000, -2.038000, -0.226000
269.83, 238.66, 272.19, -47.486000, -2.020000, -0.232000
259.40, 238.66, 272.19, -47.477000, -2.029000, -0.237000
248.96, 238.66, 272.19, -47.479000, -2.026000, -0.259000
238.53, 238.66, 272.19, -47.480000, -2.020000, -0.271000
228.09, 238.66, 272.19, -47.482000, -2.010000, -0.277000
217.66, 238.66, 272.19, -47.486000, -2.008000, -0.281000
207.22, 238.66, 272.19, -47.481000, -2.010000, -0.283000
196.79, 238.66, 272.19, -47.482000, -2.003000, -0.289000
186.35, 238.66, 272.19, -47.464000, -1.998000, -0.294000
196.79, 249.09, 272.19, -47.476000, -2.006000, -0.269000
207.22, 249.09, 272.19, -47.485000, -2.016000, -0.265000
217.66, 249.09, 272.19, -47.492000, -2.017000, -0.281000
228.09, 249.09, 272.19, -47.481000, -2.018000, -0.271000
238.53, 249.09, 272.19, -47.474000, -2.031000, -0.272000
248.96, 249.09, 272.19, -47.468000, -2.027000, -0.257000
259.40, 249.09, 272.19, -47.466000, -2.032000, -0.247000
269.83, 249.09, 272.19, -47.474000, -2.035000, -0.236000
280.27, 249.09, 272.19, -47.480000, -2.041000, -0.225000
290.70, 249.09, 272.19, -47.492000, -2.049000, -0.239000
301.14, 249.09, 272.19, -47.494000, -2.051000, -0.235000
311.57, 249.09, 272.19, -47.487000, -2.051000, -0.225000
311.57, 259.53, 272.19, -47.499000, -2.061000, -0.258000
301.14, 259.53, 272.19, -47.513000, -2.052000, -0.231000
290.70, 259.53, 272.19, -47.501000, -2.058000, -0.211000
280.27, 259.53, 272.19, -47.477000, -2.047000, -0.210000
269.83, 259.53, 272.19, -47.454000, -2.049000, -0.227000
259.40, 259.53, 272.19, -47.448000, -2.037000, -0.239000
248.96, 259.53, 272.19, -47.449000, -2.038000, -0.259000
238.53, 259.53, 272.19, -47.458000, -2.031000, -0.283000
228.09, 259.53, 272.19, -47.477000, -2.025000, -0.295000
217.66, 259.53, 272.19, -47.493000, -2.026000, -0.291000
207.22, 269.96, 282.62, -47.537000, -2.035000, -0.284000
217.66, 269.96, 282.62, -47.515000, -2.044000, -0.320000
228.09, 269.96, 282.62, -47.471000, -2.047000, -0.319000
238.53, 269.96, 282.62, -47.441000, -2.050000, -0.305000
248.96, 269.96, 282.62, -47.420000, -2.057000, -0.260000
259.40, 269.96, 282.62, -47.418000, -2.045000, -0.219000
269.83, 269.96, 282.62, -47.433000, -2.038000, -0.191000
280.27, 269.96, 282.62, -47.461000, -2.055000, -0.169000
290.70, 269.96, 282.62, -47.504000, -2.059000, -0.168000
301.14, 269.96, 282.62, -47.535000, -2.061000, -0.199000
322.01, 259.53, 282.62, -47.481000, -2.070000, -0.282000
311.57, 259.53, 282.62, -47.500000, -2.062000, -0.255000
301.14, 259.53, 282.62, -47.508000, -2.056000, -0.227000
290.70, 259.53, 282.62, -47.496000, -2.051000, -0.206000
280.27, 259.53, 282.62, -47.477000, -2.039000, -0.205000
269.83, 259.53, 282.62, -47.456000, -2.043000, -0.214000
259.40, 259.53, 282.62, -47.451000, -2.033000, -0.230000
248.96, 259.53, 282.62, -47.450000, -2.041000, -0.254000
238.53, 259.53, 282.62, -47.461000, -2.047000, -0.288000
228.09, 259.53, 282.62, -47.471000, -2.031000, -0.293000
217.66, 259.53, 282.62, -47.490000, -2.029000, -0.283000
207.22, 259.53, 282.62, -47.502000, -2.027000, -0.270000
175.92, 249.09, 282.62, -47.398000, -1.980000, -0.270000
186.35, 249.09, 282.62, -47.437000, -2.000000, -0.252000
196.79, 249.09, 282.62, -47.475000, -2.006000, -0.259000
207.22, 249.09, 282.62, -47.480000, -2.014000, -0.271000
217.66, 249.09, 282.62, -47.483000, -2.019000, -0.272000
228.09, 249.09, 282.62, -47.484000, -2.018000, -0.281000
238.53, 249.09, 282.62, -47.470000, -2.023000, -0.273000
248.96, 249.09, 282.62, -47.464000, -2.031000, -0.263000
259.40, 249.09, 282.62, -47.463000, -2.037000, -0.242000
269.83, 249.09, 282.62, -47.470000, -2.027000, -0.231000
280.27, 249.09, 282.62, -47.482000, -2.044000, -0.227000
290.70, 249.09, 282.62, -47.490000, -2.034000, -0.230000
301.14, 249.09, 282.62, -47.491000, -2.045000, -0.227000
311.57, 249.09, 282.62, -47.486000, -2.049000, -0.232000
322.01, 249.09, 282.62, -47.465000, -2.058000, -0.240000
332.44, 249.09, 282.62, -47.424000, -2.053000, -0.199000
353.31, 238.66, 282.62, -47.459000, -2.041000, 0.023000
342.88, 238.66, 282.62, -47.452000, -2.038000, -0.092000
332.44, 238.66, 282.62, -47.460000, -2.042000, -0.161000
322.01, 238.66, 282.62, -47.476000, -2.039000, -0.199000
311.57, 238.66, 282.62, -47.486000, -2.037000, -0.207000
301.14, 238.66, 282.62, -47.493000, -2.030000, -0.219000
290.70, 238.66, 282.62, -47.492000, -2.029000, -0.224000
280.27, 238.66, 282.62, -47.486000, -2.028000, -0.225000
269.83, 238.66, 282.62, -47.482000, -2.026000, -0.241000
259.40, 238.66, 282.62, -47.481000, -2.030000, -0.247000
248.96, 238.66, 282.62, -47.478000, -2.018000, -0.268000
238.53, 238.66, 282.62, -47.478000, -2.019000, -0.270000
228.09, 238.66, 282.62, -47.485000, -2.010000, -0.269000
217.66, 238.66, 282.62, -47.482000, -2.015000, -0.276000
207.22, 238.66, 282.62, -47.483000, -2.003000, -0.276000
196.79, 238.66, 282.62, -47.471000, -2.005000, -0.283000
186.35, 238.66, 282.62, -47.462000, -1.996000, -0.293000
175.92, 238.66, 282.62, -47.438000, -1.975000, -0.315000
165.49, 228.23, 282.62, -47.486000, -1.988000, -0.367000
175.92, 228.23, 282.62, -47.479000, -1.994000, -0.326000
186.35, 228.23, 282.62, -47.472000, -1.994000, -0.315000
196.79, 228.23, 282.62, -47.480000, -2.000000, -0.291000
207.22, 228.23, 282.62, -47.484000, -1.994000, -0.281000
217.66, 228.23, 282.62, -47.486000, -2.006000, -0.284000
228.09, 228.23, 282.62, -47.485000, -2.007000, -0.283000
238.53, 228.23, 282.62, -47.483000, -2.019000, -0.271000
248.96, 228.23, 282.62, -47.488000, -2.023000, -0.271000
259.40, 228.23, 282.62, -47.485000, -2.030000, -0.260000
269.83, 228.23, 282.62, -47.489000, -2.015000, -0.246000
280.27, 228.23, 282.62, -47.492000, -2.019000, -0.241000
290.70, 228.23, 282.62, -47.494000, -2.020000, -0.246000
301.14, 228.23, 282.62, -47.496000, -2.025000, -0.229000
311.57, 228.23, 282.62, -47.495000, -2.027000, -0.220000
322.01, 228.23, 282.62, -47.498000, -2.020000, -0.204000
332.44, 228.23, 282.62, -47.500000, -2.016000, -0.166000
342.88, 228.23, 282.62, -47.519000, -2.026000, -0.124000
363.75, 217.79, 282.62, -47.673000, -2.010000, -0.147000
353.31, 217.79, 282.62, -47.610000, -2.002000, -0.153000
342.88, 217.79, 282.62, -47.558000, -2.013000, -0.162000
332.44, 217.79, 282.62, -47.527000, -2.022000, -0.186000
322.01, 217.79, 282.62, -47.517000, -2.009000, -0.206000
311.57, 217.79, 282.62, -47.513000, -2.023000, -0.216000
301.14, 217.79, 282.62, -47.508000, -2.021000, -0.240000
290.70, 217.79, 282.62, -47.501000, -2.022000, -0.241000
280.27, 217.79, 282.62, -47.500000, -2.010000, -0.249000
269.83, 217.79, 282.62, -47.497000, -2.018000, -0.262000
259.40, 217.79, 282.62, -47.495000, -2.020000, -0.257000
248.96, 217.79, 282.62, -47.490000, -2.009000, -0.277000
238.53, 217.79, 282.62, -47.492000, -2.018000, -0.278000
228.09, 217.79, 282.62, -47.492000, -1.994000, -0.289000
217.66, 217.79, 282.62, -47.491000, -2.008000, -0.292000
207.22, 217.79, 282.62, -47.490000, -1.984000, -0.305000
196.79, 217.79, 282.62, -47.484000, -2.003000, -0.305000
186.35, 217.79, 282.62, -47.493000, -1.993000, -0.310000
175.92, 217.79, 282.62, -47.500000, -1.983000, -0.321000
165.49, 217.79, 282.62, -47.516000, -1.987000, -0.352000
144.62, 207.36, 282.62, -47.575000, -1.987000, -0.291000
155.05, 207.36, 282.62, -47.553000, -1.983000, -0.313000
165.49, 207.36, 282.62, -47.524000, -1.985000, -0.331000
175.92, 207.36, 282.62, -47.509000, -1.994000, -0.320000
186.35, 207.36, 282.62, -47.504000, -1.993000, -0.313000
196.79, 207.36, 282.62, -47.498000, -1.990000, -0.310000
207.22, 207.36, 282.62, -47.494000, -1.986000, -0.294000
217.66, 207.36, 282.62, -47.495000, -1.997000, -0.299000
228.09, 207.36, 282.62, -47.492000, -1.995000, -0.300000
238.53, 207.36, 282.62, -47.500000, -2.007000, -0.285000
248.96, 207.36, 282.62, -47.499000, -2.013000, -0.291000
259.40, 207.36, 282.62, -47.497000, -2.007000, -0.274000
269.83, 207.36, 282.62, -47.500000, -2.014000, -0.270000
280.27, 207.36, 282.62, -47.507000, -2.018000, -0.269000
290.70, 207.36, 282.62, -47.513000, -2.008000, -0.259000
301.14, 207.36, 282.62, -47.513000, -2.021000, -0.258000
311.57, 207.36, 282.62, -47.519000, -2.009000, -0.243000
322.01, 207.36, 282.62, -47.529000, -2.009000, -0.233000
332.44, 207.36, 282.62, -47.544000, -2.014000, -0.219000
342.88, 207.36, 282.62, -47.565000, -2.005000, -0.216000
353.31, 207.36, 282.62, -47.601000, -1.998000, -0.220000
363.75, 207.36, 282.62, -47.642000, -1.988000, -0.241000
374.18, 196.92, 282.62, -47.622000, -1.981000, -0.341000
363.75, 196.92, 282.62, -47.613000, -1.993000, -0.287000
353.31, 196.92, 282.62, -47.588000, -1.986000, -0.258000
342.88, 196.92, 282.62, -47.569000, -1.994000, -0.254000
332.44, 196.92, 282.62, -47.551000, -2.009000, -0.235000
322.01, 196.92, 282.62, -47.541000, -2.005000, -0.244000
311.57, 196.92, 282.62, -47.526000, -1.997000, -0.255000
301.14, 196.92, 282.62, -47.524000, -2.011000, -0.254000
290.70, 196.92, 282.62, -47.515000, -2.013000, -0.268000
280.27, 196.92, 282.62, -47.513000, -2.011000, -0.268000
269.83, 196.92, 282.62, -47.507000, -2.010000, -0.274000
259.40, 196.92, 282.62, -47.505000, -2.005000, -0.284000
248.96, 196.92, 282.62, -47.501000, -1.998000, -0.286000
238.53, 196.92, 282.62, -47.502000, -1.999000, -0.296000
228.09, 196.92, 282.62, -47.505000, -1.994000, -0.302000
217.66, 196.92, 282.62, -47.500000, -1.996000, -0.300000
207.22, 196.92, 282.62, -47.501000, -1.994000, -0.308000
196.79, 196.92, 282.62, -47.505000, -1.987000, -0.319000
186.35, 196.92, 282.62, -47.502000, -1.981000, -0.308000
175.92, 196.92, 282.62, -47.509000, -1.973000, -0.317000
165.49, 196.92, 282.62, -47.518000, -1.986000, -0.310000
155.05, 196.92, 282.62, -47.526000, -1.980000, -0.304000
144.62, 186.49, 282.62, -47.500000, -1.971000, -0.285000
155.05, 186.49, 282.62, -47.505000, -1.979000, -0.302000
165.49, 186.49, 282.62, -47.514000, -1.983000, -0.310000
175.92, 186.49, 282.62, -47.510000, -1.994000, -0.320000
186.35, 186.49, 282.62, -47.507000, -1.993000, -0.318000
196.79, 186.49, 282.62, -47.506000, -1.990000, -0.309000
207.22, 186.49, 282.62, -47.503000, -1.990000, -0.310000
217.66, 186.49, 282.62, -47.505000, -1.999000, -0.305000
228.09, 186.49, 282.62, -47.502000, -2.000000, -0.304000
238.53, 186.49, 282.62, -47.502000, -2.013000, -0.308000
248.96, 186.49, 282.62, -47.505000, -2.011000, -0.292000
259.40, 186.49, 282.62, -47.508000, -2.014000, -0.302000
269.83, 186.49, 282.62, -47.509000, -2.013000, -0.285000
280.27, 186.49, 282.62, -47.514000, -2.007000, -0.292000
290.70, 186.49, 282.62, -47.520000, -2.013000, -0.283000
301.14, 186.49, 282.62, -47.524000, -2.000000, -0.282000
311.57, 186.49, 282.62, -47.532000, -2.000000, -0.268000
322.01, 186.49, 282.62, -47.537000, -1.998000, -0.275000
332.44, 186.49, 282.62, -47.549000, -1.996000, -0.262000
342.88, 186.49, 282.62, -47.556000, -2.000000, -0.283000
353.31, 186.49, 282.62, -47.570000, -1.986000, -0.285000
363.75, 186.49, 282.62, -47.581000, -1.982000, -0.316000
374.18, 176.05, 282.62, -47.566000, -1.968000, -0.324000
363.75, 176.05, 282.62, -47.562000, -1.979000, -0.320000
353.31, 176.05, 282.62, -47.563000, -1.990000, -0.306000
342.88, 176.05, 282.62, -47.551000, -1.990000, -0.293000
332.44, 176.05, 282.62, -47.545000, -1.988000, -0.296000
322.01, 176.05, 282.62, -47.538000, -1.999000, -0.292000
311.57, 176.05, 282.62, -47.531000, -1.999000, -0.289000
301.14, 176.05, 282.62, -47.523000, -1.997000, -0.291000
290.70, 176.05, 282.62, -47.517000, -2.014000, -0.292000
280.27, 176.05, 282.62, -47.516000, -2.007000, -0.296000
269.83, 176.05, 282.62, -47.515000, -2.005000, -0.296000
259.40, 176.05, 282.62, -47.511000, -2.016000, -0.298000
248.96, 176.05, 282.62, -47.513000, -2.003000, -0.304000
238.53, 176.05, 282.62, -47.508000, -1.990000, -0.315000
228.09, 176.05, 282.62, -47.506000, -2.011000, -0.316000
217.66, 176.05, 282.62, -47.507000, -2.002000, -0.317000
207.22, 176.05, 282.62, -47.505000, -1.986000, -0.315000
196.79, 176.05, 282.62, -47.505000, -1.992000, -0.310000
186.35, 176.05, 282.62, -47.508000, -1.990000, -0.320000
175.92, 176.05, 282.62, -47.507000, -1.982000, -0.315000
165.49, 176.05, 282.62, -47.507000, -1.973000, -0.309000
155.05, 176.05, 282.62, -47.496000, -1.982000, -0.305000
144.62, 165.62, 282.62, -47.484000, -1.982000, -0.314000
155.05, 165.62, 282.62, -47.495000, -1.983000, -0.326000
165.49, 165.62, 282.62, -47.503000, -1.986000, -0.314000
175.92, 165.62, 282.62, -47.503000, -1.988000, -0.322000
186.35, 165.62, 282.62, -47.503000, -1.994000, -0.329000
196.79, 165.62, 282.62, -47.509000, -1.986000, -0.317000
207.22, 165.62, 282.62, -47.503000, -2.003000, -0.320000
217.66, 165.62, 282.62, -47.506000, -1.996000, -0.314000
228.09, 165.62, 282.62, -47.508000, -2.010000, -0.308000
238.53, 165.62, 282.62, -47.507000, -2.000000, -0.318000
248.96, 165.62, 282.62, -47.508000, -2.010000, -0.315000
259.40, 165.62, 282.62, -47.511000, -2.010000, -0.304000
269.83, 165.62, 282.62, -47.515000, -2.008000, -0.307000
280.27, 165.62, 282.62, -47.517000, -2.017000, -0.304000
290.70, 165.62, 282.62, -47.520000, -2.008000, -0.313000
301.14, 165.62, 282.62, -47.524000, -1.999000, -0.308000
311.57, 165.62, 282.62, -47.530000, -2.008000, -0.298000
322.01, 165.62, 282.62, -47.537000, -1.998000, -0.298000
332.44, 165.62, 282.62, -47.539000, -1.990000, -0.302000
342.88, 165.62, 282.62, -47.549000, -1.979000, -0.309000
353.31, 165.62, 282.62, -47.544000, -1.980000, -0.319000
363.75, 165.62, 282.62, -47.552000, -1.974000, -0.326000
374.18, 155.18, 282.62, -47.544000, -1.967000, -0.375000
363.75, 155.18, 282.62, -47.537000, -1.974000, -0.345000
353.31, 155.18, 282.62, -47.533000, -1.979000, -0.332000
342.88, 155.18, 282.62, -47.536000, -1.988000, -0.320000
332.44, 155.18, 282.62, -47.531000, -1.999000, -0.318000
322.01, 155.18, 282.62, -47.529000, -2.006000, -0.324000
311.57, 155.18, 282.62, -47.525000, -2.013000, -0.321000
301.14, 155.18, 282.62, -47.522000, -2.006000, -0.310000
290.70, 155.18, 282.62, -47.520000, -2.018000, -0.315000
280.27, 155.18, 282.62, -47.519000, -2.017000, -0.305000
269.83, 155.18, 282.62, -47.515000, -2.008000, -0.315000
259.40, 155.18, 282.62, -47.512000, -2.009000, -0.313000
248.96, 155.18, 282.62, -47.511000, -2.010000, -0.316000
238.53, 155.18, 282.62, -47.509000, -2.016000, -0.316000
228.09, 155.18, 282.62, -47.509000, -2.000000, -0.322000
217.66, 155.18, 282.62, -47.506000, -2.002000, -0.319000
207.22, 155.18, 282.62, -47.505000, -2.006000, -0.326000
196.79, 155.18, 282.62, -47.509000, -1.998000, -0.320000
186.35, 155.18, 282.62, -47.508000, -1.994000, -0.328000
175.92, 155.18, 282.62, -47.509000, -1.993000, -0.344000
165.49, 155.18, 282.62, -47.508000, -1.991000, -0.335000
155.05, 155.18, 282.62, -47.497000, -1.988000, -0.336000
144.62, 144.75, 282.62, -47.486000, -2.003000, -0.352000
155.05, 144.75, 282.62, -47.498000, -1.994000, -0.338000
165.49, 144.75, 282.62, -47.499000, -1.993000, -0.332000
175.92, 144.75, 282.62, -47.507000, -2.004000, -0.335000
186.35, 144.75, 282.62, -47.505000, -1.999000, -0.326000
196.79, 144.75, 282.62, -47.507000, -1.999000, -0.329000
207.22, 144.75, 282.62, -47.506000, -2.005000, -0.327000
217.66, 144.75, 282.62, -47.510000, -2.000000, -0.320000
228.09, 144.75, 282.62, -47.508000, -2.015000, -0.315000
238.53, 144.75, 282.62, -47.508000, -2.009000, -0.321000
248.96, 144.75, 282.62, -47.512000, -2.020000, -0.318000
259.40, 144.75, 282.62, -47.513000, -2.016000, -0.318000
269.83, 144.75, 282.62, -47.511000, -2.015000, -0.313000
280.27, 144.75, 282.62, -47.517000, -2.015000, -0.318000
290.70, 144.75, 282.62, -47.515000, -2.016000, -0.318000
301.14, 144.75, 282.62, -47.523000, -2.011000, -0.320000
311.57, 144.75, 282.62, -47.521000, -2.020000, -0.322000
322.01, 144.75, 282.62, -47.523000, -2.011000, -0.315000
332.44, 144.75, 282.62, -47.528000, -2.000000, -0.324000
342.88, 144.75, 282.62, -47.523000, -2.002000, -0.332000
353.31, 144.75, 282.62, -47.523000, -1.987000, -0.332000
363.75, 144.75, 282.62, -47.517000, -1.978000, -0.341000
374.18, 134.31, 282.62, -47.492000, -1.968000, -0.382000
363.75, 134.31, 282.62, -47.499000, -1.981000, -0.352000
353.31, 134.31, 282.62, -47.513000, -1.997000, -0.342000
342.88, 134.31, 282.62, -47.520000, -1.993000, -0.322000
332.44, 134.31, 282.62, -47.523000, -2.003000, -0.333000
322.01, 134.31, 282.62, -47.522000, -2.004000, -0.330000
311.57, 134.31, 282.62, -47.519000, -2.003000, -0.328000
301.14, 134.31, 282.62, -47.518000, -2.015000, -0.322000
290.70, 134.31, 282.62, -47.519000, -2.020000, -0.325000
280.27, 134.31, 282.62, -47.514000, -2.015000, -0.313000
269.83, 134.31, 282.62, -47.512000, -2.031000, -0.320000
259.40, 134.31, 282.62, -47.507000, -2.014000, -0.331000
248.96, 134.31, 282.62, -47.507000, -2.010000, -0.327000
238.53, 134.31, 282.62, -47.507000, -2.008000, -0.317000
228.09, 134.31, 282.62, -47.511000, -2.013000, -0.327000
217.66, 134.31, 282.62, -47.515000, -2.015000, -0.332000
207.22, 134.31, 282.62, -47.510000, -2.008000, -0.327000
196.79, 134.31, 282.62, -47.513000, -2.010000, -0.329000
186.35, 134.31, 282.62, -47.515000, -2.010000, -0.335000
175.92, 134.31, 282.62, -47.510000, -2.004000, -0.341000
165.49, 134.31, 282.62, -47.509000, -1.997000, -0.340000
155.05, 134.31, 282.62, -47.498000, -1.994000, -0.351000
144.62, 123.88, 282.62, -47.496000, -2.010000, -0.374000
155.05, 123.88, 282.62, -47.514000, -2.004000, -0.362000
165.49, 123.88, 282.62, -47.517000, -2.011000, -0.347000
175.92, 123.88, 282.62, -47.520000, -2.006000, -0.339000
186.35, 123.88, 282.62, -47.519000, -2.013000, -0.337000
196.79, 123.88, 282.62, -47.514000, -2.016000, -0.335000
207.22, 123.88, 282.62, -47.517000, -2.011000, -0.328000
217.66, 123.88, 282.62, -47.511000, -2.019000, -0.322000
228.09, 123.88, 282.62, -47.510000, -2.030000, -0.324000
238.53, 123.88, 282.62, -47.511000, -2.019000, -0.327000
248.96, 123.88, 282.62, -47.509000, -2.023000, -0.330000
259.40, 123.88, 282.62, -47.507000, -2.026000, -0.327000
269.83, 123.88, 282.62, -47.515000, -2.023000, -0.327000
280.27, 123.88, 282.62, -47.514000, -2.026000, -0.322000
290.70, 123.88, 282.62, -47.514000, -2.021000, -0.316000
301.14, 123.88, 282.62, -47.514000, -2.022000, -0.326000
311.57, 123.88, 282.62, -47.514000, -2.018000, -0.335000
322.01, 123.88, 282.62, -47.520000, -2.013000, -0.324000
332.44, 123.88, 282.62, -47.520000, -2.000000, -0.336000
342.88, 123.88, 282.62, -47.515000, -1.998000, -0.329000
353.31, 123.88, 282.62, -47.506000, -1.987000, -0.333000
363.75, 123.88, 282.62, -47.487000, -1.972000, -0.328000
374.18, 113.44, 282.62, -47.454000, -1.966000, -0.292000
363.75, 113.44, 282.62, -47.493000, -1.983000, -0.304000
353.31, 113.44, 282.62, -47.509000, -1.995000, -0.321000
342.88, 113.44, 282.62, -47.511000, -1.998000, -0.318000
332.44, 113.44, 282.62, -47.517000, -2.004000, -0.335000
322.01, 113.44, 282.62, -47.515000, -2.021000, -0.327000
311.57, 113.44, 282.62, -47.514000, -2.020000, -0.330000
301.14, 113.44, 282.62, -47.510000, -2.019000, -0.325000
290.70, 113.44, 282.62, -47.512000, -2.026000, -0.322000
280.27, 113.44, 282.62, -47.513000, -2.030000, -0.333000
269.83, 113.44, 282.62, -47.512000, -2.030000, -0.325000
259.40, 113.44, 282.62, -47.508000, -2.040000, -0.329000
248.96, 113.44, 282.62, -47.510000, -2.032000, -0.329000
238.53, 113.44, 282.62, -47.506000, -2.030000, -0.322000
228.09, 113.44, 282.62, -47.512000, -2.031000, -0.325000
